pmid,title,abstract,year,journal,layer
41462790,Enhancing Engagement and Treatment Efficacy in Youth and Families with Persistent Trauma Exposure.,"Emerging research highlights important distinctions in symptomatology between Posttraumatic Stress Disorder (PTSD) resulting from a single, discrete event, complex interpersonal traumas in the past, and the pervasive effects of chronic, ongoing complex trauma. Despite these well-documented differences, much of the existing practice and professional guidelines for PTSD-focused interventions apply a uniform framework across the distinct clinical presentations resulting from different types and timing of trauma exposure. This gap carries significant clinical consequences, as individuals may be treated for PTSD and comorbid diagnoses or behavioral difficulties without recognition of the impact of persistent ongoing exposure to trauma. The present article is a clinical applications paper that directly builds upon a prior published theoretical and empirical literature review study that introduces the construct of persistent trauma. The objectives are to (1) examine the effects of persistent trauma; (2) explore four types of persistent trauma exposure differentiated by the predictability and preventability of past and current trauma; and (3) offer intervention strategies tailored to each type of persistent trauma. Using a composite case study methodology, we present intervention strategies to inform treatment for children and families who continue to experience each form of persistent trauma.",2025,"Children (Basel, Switzerland)",L1_scientific_engagement
41462716,Exploiting Oxidative Stress as Achilles' Heel: From Redox Homeostasis to Ferroptosis in Prostate Cancer.,"Prostate cancer remains a leading cause of cancer-related mortality and castration-resistant prostate cancer (CRPC) is a critical therapeutic challenge. This review establishes a conceptual framework analyzing ferroptosis vulnerability through two principles: ""robustness through redundancy"" in defense systems and the ""evolutionary arms race"" between androgen receptor (AR) signaling and oxidative resistance. We traced the evolutionary trajectory of hormone-sensitive diseases, where the AR coordinates ferroptosis defenses via",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462697,Effectiveness of Common Extraction Solvents in Obtaining Antioxidant Compounds from African Medicinal Plants.,"The efficacy of phytoextracts is equally affected by the extraction solvent and the extraction method. Details of the solvent type, concentration, density, and other characteristics are associated with the quality of the resultant extract. Some solvents have been found to be effective only on specific parts of plants. Industry has shown a growing interest in eco-friendly plant extracts for the formulation of medication, food additives, cosmetics, and agricultural products. This interest is aligned with the proven necessity of sustainability, marketability, and regulation of manufactured products in value chains. In this review, the literature on antioxidant compounds and activity of extracts from African medicinal plants is reviewed. Findings indicate that the use of ethanol, methanol, water, and to a lesser extent, acetone as solvents for the extraction of antioxidant compounds is common. The use of these solvents is supported by decisive selection of procedure, ideal temperature, duration, solvent pH, and the extracted plant parts. Fermentation enhances the antioxidant activity of aqueous extracts but reduces that of alcohol extracts. This is particularly essential in continents such as Africa, where water is available but alcohol is scarce. ""Green"" extraction technologies are not as successful as solvent extractions for use with African medicinal plants. There is a financial hurdle that results in a mismatch between academic research innovations and societal transmission to new technologies, as most communities are dominated by small-to-medium enterprises. Further studies on the extraction of antioxidants from African medicinal plants are recommended to guide the research and link it to ordinary African societies.",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462689,Antidiabetic Agents as Antioxidant and Anti-Inflammatory Therapies in Neurological and Cardiovascular Diseases.,"Neurological disorders and cardiovascular disease (CVD) remain leading causes of global morbidity and mortality and often coexist, in part through shared mechanisms of chronic inflammation and oxidative stress. Neuroinflammatory signaling, including microglial activation, cytokine release, and impaired autonomic regulation, contributes to endothelial dysfunction, atherosclerosis, hypertension, and stroke, while cardiac and metabolic disturbances can reciprocally exacerbate brain pathology. Increasing evidence shows that several antidiabetic agents exert pleiotropic anti-inflammatory and antioxidant effects that extend beyond glycemic control. Metformin, SGLT2 inhibitors, DPP-4 inhibitors, and GLP-1 receptor agonists modulate key pathways such as AMPK, NF-κB, Nrf2 activation, and NLRP3 inflammasome suppression, with demonstrated vascular and neuroprotective actions in preclinical models. Clinically, GLP-1 receptor agonists and SGLT2 inhibitors reduce major cardiovascular events, improve systemic inflammatory markers, and show emerging signals for cognitive benefit, while metformin and DPP-4 inhibitors exhibit supportive but less robust evidence. This review synthesizes molecular, preclinical, and clinical data across drug classes, with particular emphasis on GLP-1 receptor agonists, and highlights outstanding translational questions including blood-brain barrier penetration, biomarker development, optimal patient selection, and timing of intervention. We propose a unified framework to guide future trials aimed at leveraging antidiabetic therapies such as DDP-4 anti-inflammatory and antioxidant interventions for neurological and cardiovascular diseases.",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462674,The Redox-Adhesion-Exosome (RAX) Hub in Cancer: Lipid Peroxidation-Driven EMT Plasticity and Ferroptosis Defense with HNE/MDA Signaling and Lipidomic Perspectives.,"Cancer cell plasticity drives metastasis and therapy resistance through dynamic transitions between epithelial, mesenchymal, and neural crest stem-like (NCSC) states; however, a unifying mechanism that stabilizes these transitions remains undefined. To address this gap, we introduce a N-cadherin (CDH2)-centered redox-adhesion-exosome (RAX) hub that links oxidative signaling, adhesion dynamics, and exosome-mediated immune communication into a closed-loop framework. Within this network, reactive oxygen species (ROS) pulses license epithelial-mesenchymal transition (EMT), AXL-FAK/Src signaling consolidates mesenchymal adhesion, and selective exosomal cargoes-including miR-21, miR-200, miR-210, and PD-L1-propagate plasticity and immune evasion. Lipid peroxidation acts as a central checkpoint connecting ROS metabolism to PUFA membrane remodeling and ferroptosis vulnerability, buffered by NRF2-GPX4 and FSP1/DHODH axes, thereby converting transient oxidative pulses into persistent malignant states. Mechanistically, the RAX hub synthesizes findings from EMT/CSC biology, ferroptosis defenses, and exosome research into a self-reinforcing system that sustains tumor heterogeneity and stress resilience. Evidence from single-cell and spatial transcriptomics, intravital ROS imaging, and exosome cargo-selector studies supports the feasibility of this model. We further outline validation strategies employing HyPer-EMT-CDH2 tri-reporters, CRISPR perturbation of YBX1/ALIX cargo selectors, and spatial multi-omics in EMT-high tumors. Clinically, tumors enriched in EMT/NCSC programs-such as melanoma, neuroblastoma, small-cell lung cancer, pancreatic ductal adenocarcinoma, and triple-negative breast cancer (TNBC)-represent RAX-dependent contexts. These insights highlight biomarker-guided opportunities to target adhesion switches, ferroptosis defenses, and exosome biogenesis through lipid peroxidation-centered strategies using liquid-biopsy panels (exosomal CDH2, miR-200, miR-210) combined with organoid and xenograft models. By linking lipid peroxidation to ferroptosis defense and oxidative stress adaptation, the RAX hub aligns with the thematic focus of lipid metabolism and redox control in cancer progression. Collectively, the RAX framework may provide a conceptual basis for precision oncology by reframing metastasis and therapy resistance as emergent network properties.",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462666,Experimental and Clinical Approaches to Preventing Aminoglycoside-Induced Ototoxicity: A Scoping Review.,"(1) Aminoglycosides remain indispensable in modern medicine but share a serious dose-limiting adverse effect: irreversible cochleovestibular ototoxicity. (2) This scoping review systematically maps experimental and clinical strategies aimed at preventing aminoglycoside-induced hearing loss, integrating mechanistic insights across preclinical and translational domains. (3) Preclinical evidence, encompassing in vitro and in vivo studies, delineates three principal mechanistic ways of protection: (A) antioxidant and redox modulation, including N-acetyl-L-cysteine (NAC), vitamin C, edaravone, and selected phytochemicals, which counteract reactive oxygen species-mediated hair cell apoptosis; (B) mitochondrial stabilization with compounds such as mitoquinone, celastrol, and histone deacetylase inhibitors restoring bioenergetic and proteostatic balance; and (C) restriction of aminoglycoside entry through partial blockade of the mechano-electrical transduction channel, notably by ORC-13661 and related modulators. Additional strategies involve nitric oxide modulation, vasodilatory agents, and iron chelation. Efficacy, however, remains compound- and antibiotic-specific, with paradoxical effects observed for several drugs. Clinical evidence remains limited and methodologically diverse. Of the investigated pharmacologic interventions, aspirin provides the most robust and reproducible evidence of protection against gentamicin-induced hearing loss, whereas NAC demonstrates a consistent, but population-specific benefit among dialysis patients. In contrast, vitamin E-despite promising experimental findings-has failed to show clinically significant otoprotective effects in randomized human studies. (4) In conclusion, while experimental data establish a strong mechanistic basis for pharmacologic otoprotection, clinical studies remain few, underpowered, and methodologically inconsistent. Standardized, adequately powered, and mechanistically informed clinical trials are urgently needed to translate experimental promise into actionable otoprotective strategies.",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462642,Review of Hyperbaric Oxygen Therapy as an Adjunctive Intervention for Metabolic Disorders.,"Obesity is a chronic systemic disease characterised by insulin resistance, inflammation, and mitochondrial dysfunction. Hyperbaric oxygen therapy (HBOT), which involves the administration of 100% oxygen under elevated atmospheric pressure, has a well-established clinical application in the treatment of non-healing wounds and ischemia, and it is currently being investigated as an adjunctive therapy for obesity and metabolic disorders. The aim of this review is to provide a critical synthesis of recent (2012-2025) evidence regarding the mechanisms of HBOT action in the human body. Furthermore, it examines the metabolic effects and safety profile of HBOT in the context of obesity, with particular attention to experimental and preliminary clinical research. Preclinical studies have demonstrated that HBOT enhances insulin sensitivity, reduces adipose tissue inflammation, and modulates lipid metabolism. The proposed mechanisms include activation of Akt/AMPK signalling and GLUT4 translocation in skeletal muscle, resulting in improved glucose uptake and oxidation, as well as stimulation of thermogenesis in brown adipose tissue. In rodent models of obesity, HBOT has been shown to reduce adipose tissue mass, improve lipid profiles, and restore normal β-oxidation of fatty acids by normalising the expression of peroxisome proliferator-activated receptor-α and carnitine palmitoyl transferase 1B in muscle tissue. Preliminary clinical studies in humans indicate that HBOT enhances both systemic and tissue insulin sensitivity, accompanied by improved mitochondrial function and reduced endoplasmic reticulum stress. Despite these promising findings, data on the long-term efficacy, optimal treatment protocols, and safety of HBOT in obese individuals remain limited. In conclusion, HBOT appears to be a promising adjunctive approach in the management of obesity through the multidirectional improvement in metabolic functions. However, high-quality clinical trials are required to confirm its effectiveness, durability of outcomes, and safety profile across diverse patient populations.",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462633,"Phytochemistry, Biological Activities, Molecular Mechanisms, and Toxicity of Saffron (",Saffron (,2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462613,"Redox-Amino Acid Metabolic Crosstalk in Ovarian Cancer Stem Cells: Integrating Metabolic Reprogramming, Signaling, and the Tumor Microenvironment.","Ovarian cancer stem cells (OCSCs) possess stemness; differentiation capacity; and tolerance to oxidative, metabolic, and therapeutic stress, driving recurrence and chemoresistance. Emerging evidence highlights a synergistic interplay between redox homeostasis and amino acid metabolism in maintaining stemness and treatment resistance. This review integrates redox regulation, amino acid metabolic reprogramming, and tumor microenvironment (TME) signals into a unified ""redox-amino acid-TME"" framework. OCSCs balance signal transduction and antioxidant defense by fine-tuning reactive oxygen species (ROS) levels. Glutamine, serine/glycine, and sulfur amino acid metabolism collectively generate NADPH and glutathione, sustaining the GPX4/TRX antioxidant systems and suppressing ferroptosis. Branched-chain amino acid (BCAA)-mTOR and tryptophan (Trp)-aryl hydrocarbon receptor (AhR) axes couple amino acid sensing to redox signaling, stabilizing the stem-like phenotype. Under TME stress, including hypoxia, acidity, and nutrient competition, exosomes and stromal components reinforce stemness and immune evasion through metabolic and redox crosstalk. Therapeutically, targeting glutamine metabolism (ASCT2/GLS), serine biosynthesis (PHGDH/SHMT), or antioxidant defenses (xCT/GPX4) disrupts reducing power, increases oxidative stress, and enhances the efficacy of chemotherapy, PARP inhibition, and immunotherapy. Biomarkers such as xCT/GPX4 expression, PHGDH levels, Nrf2 activity, and GSH/NADPH ratios may guide patient stratification and response prediction. Overall, understanding the redox-amino acid metabolic network provides a mechanistic basis and translational opportunities for precision metabolic therapies in ovarian cancer.",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462597,Expression and Roles of Free Radicals and Reactive Oxygen Species in Hearing Loss.,"Although the etiologies and pathogenesis of common hearing disorders-noise-induced hearing loss (NIHL), age-related hearing loss (ARHL), and idiopathic sudden sensorineural hearing loss (ISSNHL)-are diverse, accumulating evidence indicates that reactive oxygen species (ROS) contribute to hearing loss and that antioxidants may help prevent or treat it. We conducted a literature review to examine the relationship between hearing loss and ROS/free radicals in both humans and animal models. We performed a comprehensive literature search of PubMed/MEDLINE, Embase, the Cochrane Library, Scopus, and Google Scholar to evaluate the induction and role of ROS in the development and treatment of hearing loss. We synthesized evidence across NIHL, ARHL, and ISSNHL. Factors and reactive species implicated in hearing loss included cytomegalovirus infection, genetic polymorphisms, NADPH oxidase 4 (NOX4), NOX transgenic models (NOX-Tg), lipid hydroperoxides (LOOH), and malondialdehyde (MDA). Antioxidant strategies examined for prevention or treatment included vitamins A, C, and E with magnesium; rebamipide; α-lipoic acid; LLY-283; edaravone; melatonin; glutathione peroxidase; superoxide dismutase; glucose; hydrogen-saturated saline; activation of nuclear factor erythroid 2-related factor 2 (Nrf2); inhaled hydrogen gas; and caffeic acid. Elevated ROS and free radicals appear to contribute to the pathogenesis of hearing loss. Although definitive conclusions cannot yet be drawn, current evidence suggests that antioxidant approaches may aid in prevention and treatment. Further studies are needed to elucidate underlying mechanisms, refine therapeutic targets and dosing, and validate efficacy in rigorously designed clinical trials.",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462593,Nuclear Factor Erythroid 2-Related Factor 2 (NRF2) as a Biomarker for Radiation Dosimetry and Health Risk Assessment: A Review.,"Nuclear factor erythroid 2-related factor 2 (NRF2) is a key transcription factor that controls the antioxidant response to oxidative stress, especially after exposure to ionizing radiation (IR). This review examines NRF2's emerging role as a complementary biomarker in radiobiological dosimetry for assessing radiation exposure and its potential health effects. When cells encounter IR, the resulting reactive oxygen species (ROS) interfere with the NRF2 repressor KEAP1, leading to NRF2 activation and the expression of cytoprotective genes such as",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462587,SHP2: A Redox-Sensitive Regulator Linking Immune Checkpoint Inhibitor Therapy to Cancer Treatment and Vascular Risk.,"Src homology 2-domain containing protein tyrosine phosphatase 2 (SHP2), encoded by the",2025,"Antioxidants (Basel, Switzerland)",L1_scientific_engagement
41462533,Analytical Techniques in Label-Free Detection of Cancer Diagnosis.,"The analysis of recognized biomarkers associated with certain diseases typically occurs in centralized laboratories, leading to considerable delays and elevated expenses. This is particularly concerning for cancer, which continues to be a major global public health issue with high mortality rates. In response, oncological biomarker screening assays have garnered considerable interest as a cost-effective tool for real-time diagnosis, particularly for early detection applications. To address these challenges, the miniaturization of sensor devices has facilitated improved integration with monitoring systems. Label-free biosensors have recently gained popularity as an alternative for quantifying biomolecules owing to their notable advantages, including high sensitivity, rapid analysis, ease of use, minimal handling, simple pretreatment, and low cost. This study provides a thorough assessment of label-free biosensing platforms for cancer biomarkers based on the promising results reported in scientific literature. It emphasizes the application of various materials for each sensor and contrasts existing challenges, providing insights for future investigations into label-free sensing.",2025,Critical reviews in analytical chemistry,L1_scientific_engagement
41462483,"Challenges and opportunities of human iPSC-derived NK as ""Off-the-shelf"" cellular therapies.","The field of human induced pluripotent stem cell (hiPSC)-derived cell therapies is rapidly advancing, offering a promising ""off-the-shelf"" approach for treating both solid and hematologic malignancies. Among these, hiPSC-derived Natural Killer (NK) cell therapies have gained significant traction, with several currently in clinical trials and development. NK cell-based immunotherapy has emerged as a safe and effective strategy for patients with advanced leukemia, and ongoing research is focused on optimizing its accessibility, scalability, and efficacy. A key advantage of hiPSC-derived NK cells is their genetic susceptibility, allowing for targeted enhancements in fitness, metabolism, specificity, and cytotoxicity. This overcomes the donor-dependent variability that limits autologous and allogeneic NK cell therapies, which often struggle with expansion and functional consistency. Despite their promise, hiPSC-derived NK cells present unique manufacturing challenges, requiring precise optimization to ensure reproducibility, safety, and clinical-grade scalability. In this review, we will explore what we believe to be the most impactful genetic engineering strategies to enhance hiPSC-derived NK cell function. Additionally, we will also discuss the major hurdles challenging widespread clinical adoption, including licensing constraints, production yield, regulatory ambiguities, and the complexities of multi-step genetic engineering and safety validation. Finally, we will outline the emerging therapeutic pipelines from leading biotech companies, providing a valuable and up-to-date overview of the future landscape of hiPSC-derived NK cell therapy.",2025,Journal of experimental & clinical cancer research : CR,L1_scientific_engagement
41462397,Adjunctive bilateral vs. unilateral or sham repetitive transcranial magnetic stimulation for major depressive disorder or bipolar depression: a meta-analysis of randomized controlled studies.,"Bilateral repetitive transcranial magnetic stimulation (brTMS) has shown promise as a therapeutic approach for depression; however, evidence from existing studies remains inconsistent. To address the concern, a meta-analysis was conducted to examine the efficacy and safety of brTMS in comparison with unilateral repetitive transcranial magnetic stimulation (urTMS) or sham repetitive transcranial magnetic stimulation (srTMS) in treating major depressive disorder (MDD) and bipolar depression (BD). A systematic search covering publications up to May 22, 2024, was performed across four main bibliographic databases (PubMed, EMBASE, Cochrane Library, and PsycINFO) to identify randomized controlled trials (RCTs) assessing the efficacy and safety of brTMS vs. urTMS or srTMS in patients with MDD or BD. Following Cochrane Handbook guidelines, random-effects meta-analyses were employed to derive pooled estimates for primary and secondary outcomes. The analysis included 20 RCTs (8 comparing brTMS to urTMS, 6 comparing brTMS to srTMS, and 6 comparing brTMS to both urTMS and srTMS), encompassing a total of 1666 participants. No significant difference was observed between brTMS and urTMS regarding study-defined response (9 RCTs, 11 study arms, n = 778; RR 1.20, 95% CI 0.83-1.72; Chi The meta-analysis indicates that brTMS is an effective, safe, and well-tolerated treatment for MDD and BD but does not provide significant antidepressant advantages over urTMS. Consequently, it actually suggested that brTMS could serve as an alternative treatment strategy in cases where urTMS treatment is unsuccessful. Further large-scale studies are needed to explore its efficacy across diverse patient populations, stimulation parameters and to define its role in clinical practice.",2025,European journal of medical research,L1_scientific_engagement
41462360,The efficacy and safety of datopotamab deruxtecan (Dato-DXd) in advanced solid tumors: a systematic review and meta-analysis.,"The cell surface protein TROP-2 is overexpressed in various solid tumors, making it an attractive therapeutic target. Datopotamab deruxtecan (Dato-DXd) is a novel antibody-drug conjugate (ADC) designed to selectively deliver cytotoxic agents to TROP-2-expressing cancer cells. It has recently been approved for treating unresectable or metastatic hormone receptor-positive, HER2-negative breast cancer. While preclinical and early phase clinical trials have shown promising efficacy, this meta-analysis aims to provide a comprehensive evaluation of the efficacy and safety of Dato-DXd in patients with advanced solid tumors by synthesizing the available clinical evidence. We systematically searched PubMed, Web of Science, EMBASE, and the Cochrane Library for studies published up to February 18, 2025, that investigated Dato-DXd in advanced solid tumors. The primary outcomes were the overall response rate (ORR) and disease control rate (DCR). Secondary outcomes included progression-free survival (PFS), overall survival (OS), and treatment-related adverse events (TRAEs). Data were extracted and pooled for quantitative synthesis. Six studies involving 1,166 patients with non-small cell lung cancer (NSCLC) or breast cancer who received Dato-DXd monotherapy were included. The pooled ORR was 30.0%, and the pooled DCR was 76.9%. The median PFS and OS were 5.56 months and 12.46 months, respectively. The most common TRAEs were stomatitis (all grades: 55.1%, grade ≥ 3: 6.8%), nausea (all grades: 49.4%, grade ≥ 3: 1.3%), and alopecia (all grades: 38.5%, grade ≥ 3: 0.0%). Interstitial lung disease (ILD), a critical adverse event of interest, occurred in 5.2% of patients (all grades) and 1.7% (grade ≥ 3). Dato-DXd demonstrates encouraging antitumor activity and a manageable safety profile in several advanced solid tumors, particularly breast cancer and NSCLC. This synthesis provides a valuable evidence base to guide clinical practice and future trial design. However, as the current evidence is predominantly from early phase and single-arm studies, confirmation through large-scale randomized controlled trials is necessary before Dato-DXd can be widely adopted in clinical practice.",2025,European journal of medical research,L1_scientific_engagement
41462252,Efficacy of antioxidant supplementation in alleviating endometriosis-related pain: insights from a systematic review and meta-analysis of RCTs.,"Endometriosis, a chronic inflammatory disorder, is a leading cause of pelvic pain and reduced quality of life in women, with oxidative stress implicated in its pathogenesis. While antioxidant supplementation has been proposed as a potential therapeutic strategy, its clinical efficacy remains controversial. This systematic review and meta-analysis evaluate the impact of antioxidants on endometriosis-related pain outcomes. We conducted a systematic review and meta-analysis. A comprehensive search of PubMed, Scopus, Cochrane, Web of Science, and clinical trial registries (2000–January 2025) was conducted for randomized controlled trials (RCTs) investigating the effect of any oral antioxidant supplement, without dose or duration restrictions, in endometriosis patients and reporting quantitative data on at least one of the primary pain outcomes (dysmenorrhea, dyspareunia, or chronic pelvic pain). Primary outcomes included dysmenorrhea, dyspareunia, and chronic pelvic pain. Study risk of bias was assessed using the Cochrane RoB 2 tool, and evidence certainty was graded via the GRADE framework. Random-effects meta-analyses were performed to estimate pooled effects. Meta-analysis of available RCTs suggested a potential reduction in pain scores for dysmenorrhea (SMD = − 1.26, 95% CI: −2.19 to − 0.32) and chronic pelvic pain (SMD = − 1.07, 95% CI: −1.71 to − 0.42); however, extreme heterogeneity (I² > 90%) in these analyses indicates that these average effects are highly uncertain and should not be generalized specific clinical contexts. No significant effect was observed for dyspareunia. Subgroup analyses indicated that melatonin may be associated with the most consistent potential pain reduction. Current low- to very low-certainty evidence suggests that antioxidant supplementation, particularly melatonin, may be associated with improvements in dysmenorrhea and chronic pelvic pain in endometriosis. However, due to considerable inconsistency and methodological limitations across studies, these findings must be interpreted with caution. The results underscore the urgent need for high-quality, large-scale RCTs to confirm any potential benefits and define the clinical role of antioxidants in endometriosis management. The online version contains supplementary material available at 10.1186/s12958-025-01485-x.",2025,Reproductive biology and endocrinology : RB&E,L1_scientific_engagement
41462250,Sirtuins and regulatory miRNAs as epigenetic determinants of empagliflozin-mediated recovery after acute myocardial infarction.,"Sodium-glucose cotransporter-2 (SGLT2) inhibitors, primarily used to treat type 2 diabetes, exhibit cardioprotective effects by improving myocardial energy metabolism, reducing oxidative stress, and modulating inflammation and fibrosis, which are critical in the context of acute myocardial infarction (AMI). Our research aims to explore the molecular mechanisms of SGLT2 inhibitors, with a focus on their influence on non-coding RNAs through sirtuins pathways, to identify novel biomarkers and therapeutic strategies for preventing heart failure following AMI. We identified microRNAs (miRNAs) that play a role in sirtuin pathways in AMI. We validated the expressions of precisely selected miRNAs along with sirtuin gene expressions (SIRT1-7) in a total of 227 patients with samples from baseline and after 26-week of either placebo or empagliflozin treatment by qRT-PCR. We also performed SHAP analysis of clinical data and miRNAs target predictions and advanced enrichment analyses. Empagliflozin treatment significantly modulated sirtuin and miRNA expression, with higher SIRT6 (p < 0.001) and lower SIRT4 (p = 0.018) expression compared to placebo after 26 weeks.(p (p In contrast, patients in the placebo group showed a reduction in SIRT6 expression (p = 0.006). Patients were divided according to the change in LVEF (ΔLVEF) between baseline and 26-weeks, using a cut-off of 11%. This threshold was derived from the third quartile distribution in the empagliflozin group. Baseline SIRT2 and SIRT4 levels independently predicted a ΔLVEF < 11% improvement (AUC: 0.806 and 0.765, respectively; both p < 0.01), as did miR-182-5p and miR-302a-3p (AUC: 0.716 and 0.757; both p < 0.01). A combined biomarker panel including SIRT2, SIRT4, miR-182-5p, and miR-302a-3p demonstrated superior predictive accuracy for ΔLVEF < 11% after 26-weeks of empagliflozin treatment (cross-validated AUC: 0.890; 81% sensitivity; 90% specificity). This association remained significant after multivariate adjustment for age, sex, hypertension, BMI, and ezetimibe treatment (OR: 18.70; 95% CI: 5.78-60.49). Importantly, baseline NT-proBNP levels did not significantly predict an unfavorable outcome after 26-weeks of empagliflozin treatment. Baseline levels of SIRT2, SIRT4, miR-182-5p, and miR-302a-3p were identified as predictors of ΔLVEF < 11% changes after 26-weeks of treatment, which suggests their potential for stratifying responders and non-responders to empagliflozin. The combined panel of these markers demonstrated the highest predictive accuracy, suggesting the epigenetic influence of SGLT2 inhibitors and the potential for genomic characterization in personalized treatment approaches.",2025,Cardiovascular diabetology,L1_scientific_engagement
41462232,"Deep learning for Alzheimer's disease: advances in classification, segmentation, subtyping, and explainability.","Alzheimer's disease (AD) poses urgent significant challenges for early detection and personalized prognostication. Deep learning (DL) is now regarded as a pivotal technology for extracting subtle imaging and non-imaging biomarkers; yet translating these advances into clinical practice demands a coherent framework. In this review, we first survey input modalities from structural and functional MRI to PET, genetic profiles, and cognitive tests and the key public cohorts that supply multimodal data. We then categorize DL architectures into three complementary pillars: (1) end-to-end classification networks for direct diagnosis; (2) multimodal fusion strategies that integrate heterogeneous biomarkers; and (3) automated segmentation pipelines for precise anatomical delineation. We also examine subtyping algorithms that uncover latent AD phenotypes via clustering and decision-tree models. In order to fill the gap between high-performance DL and real-world adoption, we detail explainable AI methods that render model decisions transparent, and we review performance benchmarks including accuracy, sensitivity/specificity, Dice and Jaccard indices to contextualize efficacy. Finally, we discuss clinical translation, covering prospective validation, workflow integration, and regulatory/privacy considerations, before outlining challenges and future directions such as data heterogeneity, interpretability-accuracy trade-offs, early/preclinical detection, and federated learning. Our roadmap highlights the interdisciplinary collaborations and technical innovations needed to deliver robust, trustworthy, and scalable DL-based tools for Alzheimer's care.",2025,Biomedical engineering online,L1_scientific_engagement
41462201,"The role of postoperative ketamine infusion in ERAS protocols following elective open abdominal surgeries, a systematic review and meta-analysis.","Enhanced Recovery After Surgery (ERAS) protocols are multimodal, evidence-based pathways designed to accelerate postoperative recovery and reduce complications. A key component of ERAS is optimizing pain management to minimize opioid reliance. Ketamine, an NMDA receptor antagonist, has demonstrated potential as a multimodal analgesic for reducing opioid consumption and postoperative pain; however, its specific role and efficacy within comprehensive ERAS protocols remain under-evaluated, with variations in dosing and patient response. The current literature lacks a clear consensus on the efficacy of postoperative ketamine infusion for critical ERAS outcomes, including pain control, opioid consumption, postoperative nausea and vomiting (PONV), and length of hospital stay. This meta-analysis evaluates the impact of postoperative ketamine infusion on pain, opioid use, and recovery outcomes within ERAS protocols for elective open abdominal surgeries. A systematic review and meta-analysis were conducted by screening PubMed, Scopus, and EMBASE up to June 2024. Randomized controlled trials involving adult patients undergoing elective open abdominal surgery were included if they compared postoperative ketamine infusion with standard care or placebo within an ERAS setting. The primary outcomes were postoperative pain intensity, measured using the Visual Analog Scale (VAS), and opioid consumption, converted to morphine equivalents. The risk of bias was assessed using the Cochrane Risk of Bias 2 tool, and evidence quality was graded using the GRADE approach. A random-effects model was applied to account for heterogeneity across studies. Fourteen RCTs involving 1067 patients met inclusion criteria. Ketamine significantly reduced postoperative pain scores (standardized mean difference - 0.53, 95% CI [-0.84, -0.22], p < 0.05) and opioid consumption within the first 24 h post-surgery (standardized mean difference - 0.44, 95% CI [-0.75, -0.13], p < 0.05) compared to control treatments. However, effects on PONV and other adverse events were not statistically significant (Log OR -0.19, 95% CI [-0.81, 0.43], p = 0.55), with considerable heterogeneity across studies (I² = 72.69%). Postoperative ketamine infusion within ERAS protocols appears effective in reducing both pain and opioid consumption without significantly impacting PONV or adverse effects. These findings suggest ketamine may be a valuable adjunct in ERAS for elective open abdominal surgeries, though variability in results indicates that optimal dosing and administration strategies require further investigation to maximize patient recovery benefits and minimize side effects.",2025,BMC surgery,L1_scientific_engagement
